code,country,region,income_group,year,rate
ARM,Armenia,Europe & Central Asia,Upper middle,2018,1.572
ARM,Armenia,Europe & Central Asia,Upper middle,2019,1.575
ARM,Armenia,Europe & Central Asia,Upper middle,2020,1.575
ARM,Armenia,Europe & Central Asia,Upper middle,2021,1.575
ARM,Armenia,Europe & Central Asia,Upper middle,2022,1.575
ABW,Aruba,Latin America & Caribbean,High,1960,4.82
ABW,Aruba,Latin America & Caribbean,High,1961,4.655
ABW,Aruba,Latin America & Caribbean,High,1962,4.471
ABW,Aruba,Latin America & Caribbean,High,1963,4.271
ABW,Aruba,Latin America & Caribbean,High,1964,4.059
ABW,Aruba,Latin America & Caribbean,High,1965,3.842
ABW,Aruba,Latin America & Caribbean,High,1966,3.625
ABW,Aruba,Latin America & Caribbean,High,1967,3.417
ABW,Aruba,Latin America & Caribbean,High,1968,3.226
ABW,Aruba,Latin America & Caribbean,High,1969,3.054
ABW,Aruba,Latin America & Caribbean,High,1970,2.908
ABW,Aruba,Latin America & Caribbean,High,1971,2.788
ABW,Aruba,Latin America & Caribbean,High,1972,2.691
ABW,Aruba,Latin America & Caribbean,High,1973,2.613
ABW,Aruba,Latin America & Caribbean,High,1974,2.552
ABW,Aruba,Latin America & Caribbean,High,1975,2.506
ABW,Aruba,Latin America & Caribbean,High,1976,2.472
ABW,Aruba,Latin America & Caribbean,High,1977,2.446
ABW,Aruba,Latin America & Caribbean,High,1978,2.425
ABW,Aruba,Latin America & Caribbean,High,1979,2.408
ABW,Aruba,Latin America & Caribbean,High,1980,2.392
ABW,Aruba,Latin America & Caribbean,High,1981,2.377
ABW,Aruba,Latin America & Caribbean,High,1982,2.364
ABW,Aruba,Latin America & Caribbean,High,1983,2.353
ABW,Aruba,Latin America & Caribbean,High,1984,2.342
ABW,Aruba,Latin America & Caribbean,High,1985,2.332
ABW,Aruba,Latin America & Caribbean,High,1986,2.32
ABW,Aruba,Latin America & Caribbean,High,1987,2.307
ABW,Aruba,Latin America & Caribbean,High,1988,2.291
ABW,Aruba,Latin America & Caribbean,High,1989,2.272
ABW,Aruba,Latin America & Caribbean,High,1990,2.303
ABW,Aruba,Latin America & Caribbean,High,1991,2.314
ABW,Aruba,Latin America & Caribbean,High,1992,2.277
ABW,Aruba,Latin America & Caribbean,High,1993,2.226
ABW,Aruba,Latin America & Caribbean,High,1994,2.125
ABW,Aruba,Latin America & Caribbean,High,1995,2.19
ABW,Aruba,Latin America & Caribbean,High,1996,2.153
ABW,Aruba,Latin America & Caribbean,High,1997,2.144
ABW,Aruba,Latin America & Caribbean,High,1998,1.957
ABW,Aruba,Latin America & Caribbean,High,1999,1.869
ABW,Aruba,Latin America & Caribbean,High,2000,1.904
ABW,Aruba,Latin America & Caribbean,High,2001,1.833
ABW,Aruba,Latin America & Caribbean,High,2002,1.763
ABW,Aruba,Latin America & Caribbean,High,2003,1.747
ABW,Aruba,Latin America & Caribbean,High,2004,1.683
ABW,Aruba,Latin America & Caribbean,High,2005,1.777
ABW,Aruba,Latin America & Caribbean,High,2006,1.909
ABW,Aruba,Latin America & Caribbean,High,2007,1.928
ABW,Aruba,Latin America & Caribbean,High,2008,1.935
ABW,Aruba,Latin America & Caribbean,High,2009,1.919
ABW,Aruba,Latin America & Caribbean,High,2010,1.941
ABW,Aruba,Latin America & Caribbean,High,2011,1.962
ABW,Aruba,Latin America & Caribbean,High,2012,2.028
ABW,Aruba,Latin America & Caribbean,High,2013,2.117
ABW,Aruba,Latin America & Caribbean,High,2014,2.148
ABW,Aruba,Latin America & Caribbean,High,2015,1.972
ABW,Aruba,Latin America & Caribbean,High,2016,1.953
ABW,Aruba,Latin America & Caribbean,High,2017,1.839
ABW,Aruba,Latin America & Caribbean,High,2018,1.587
ABW,Aruba,Latin America & Caribbean,High,2019,1.486
ABW,Aruba,Latin America & Caribbean,High,2020,1.325
ABW,Aruba,Latin America & Caribbean,High,2021,1.18
ABW,Aruba,Latin America & Caribbean,High,2022,1.179
AUS,Australia,East Asia & Pacific,High,1960,3.453
AUS,Australia,East Asia & Pacific,High,1961,3.54
AUS,Australia,East Asia & Pacific,High,1962,3.442
AUS,Australia,East Asia & Pacific,High,1963,3.332
AUS,Australia,East Asia & Pacific,High,1964,3.146
AUS,Australia,East Asia & Pacific,High,1965,2.977
AUS,Australia,East Asia & Pacific,High,1966,2.881
AUS,Australia,East Asia & Pacific,High,1967,2.848
AUS,Australia,East Asia & Pacific,High,1968,2.888
AUS,Australia,East Asia & Pacific,High,1969,2.886
AUS,Australia,East Asia & Pacific,High,1970,2.859
AUS,Australia,East Asia & Pacific,High,1971,2.961
AUS,Australia,East Asia & Pacific,High,1972,2.744
AUS,Australia,East Asia & Pacific,High,1973,2.491
AUS,Australia,East Asia & Pacific,High,1974,2.397
AUS,Australia,East Asia & Pacific,High,1975,2.148
AUS,Australia,East Asia & Pacific,High,1976,2.06
AUS,Australia,East Asia & Pacific,High,1977,2.007
AUS,Australia,East Asia & Pacific,High,1978,1.949
AUS,Australia,East Asia & Pacific,High,1979,1.907
AUS,Australia,East Asia & Pacific,High,1980,1.891
AUS,Australia,East Asia & Pacific,High,1981,1.935
AUS,Australia,East Asia & Pacific,High,1982,1.929
AUS,Australia,East Asia & Pacific,High,1983,1.924
AUS,Australia,East Asia & Pacific,High,1984,1.84
AUS,Australia,East Asia & Pacific,High,1985,1.923
AUS,Australia,East Asia & Pacific,High,1986,1.868
AUS,Australia,East Asia & Pacific,High,1987,1.845
AUS,Australia,East Asia & Pacific,High,1988,1.831
AUS,Australia,East Asia & Pacific,High,1989,1.838
AUS,Australia,East Asia & Pacific,High,1990,1.902
AUS,Australia,East Asia & Pacific,High,1991,1.849
AUS,Australia,East Asia & Pacific,High,1992,1.888
AUS,Australia,East Asia & Pacific,High,1993,1.859
AUS,Australia,East Asia & Pacific,High,1994,1.842
AUS,Australia,East Asia & Pacific,High,1995,1.822
AUS,Australia,East Asia & Pacific,High,1996,1.796
AUS,Australia,East Asia & Pacific,High,1997,1.778
AUS,Australia,East Asia & Pacific,High,1998,1.762
AUS,Australia,East Asia & Pacific,High,1999,1.755
AUS,Australia,East Asia & Pacific,High,2000,1.756
AUS,Australia,East Asia & Pacific,High,2001,1.739
AUS,Australia,East Asia & Pacific,High,2002,1.756
AUS,Australia,East Asia & Pacific,High,2003,1.748
AUS,Australia,East Asia & Pacific,High,2004,1.768
AUS,Australia,East Asia & Pacific,High,2005,1.807
AUS,Australia,East Asia & Pacific,High,2006,1.908
AUS,Australia,East Asia & Pacific,High,2007,1.959
AUS,Australia,East Asia & Pacific,High,2008,1.984
AUS,Australia,East Asia & Pacific,High,2009,1.971
AUS,Australia,East Asia & Pacific,High,2010,1.928
AUS,Australia,East Asia & Pacific,High,2011,1.926
AUS,Australia,East Asia & Pacific,High,2012,1.92
AUS,Australia,East Asia & Pacific,High,2013,1.855
AUS,Australia,East Asia & Pacific,High,2014,1.826
AUS,Australia,East Asia & Pacific,High,2015,1.814
AUS,Australia,East Asia & Pacific,High,2016,1.752
AUS,Australia,East Asia & Pacific,High,2017,1.741
AUS,Australia,East Asia & Pacific,High,2018,1.74
AUS,Australia,East Asia & Pacific,High,2019,1.657
AUS,Australia,East Asia & Pacific,High,2020,1.581
AUS,Australia,East Asia & Pacific,High,2021,1.7
AUS,Australia,East Asia & Pacific,High,2022,1.63
AUT,Austria,Europe & Central Asia,High,1960,2.69
AUT,Austria,Europe & Central Asia,High,1961,2.78
AUT,Austria,Europe & Central Asia,High,1962,2.8
AUT,Austria,Europe & Central Asia,High,1963,2.82
AUT,Austria,Europe & Central Asia,High,1964,2.79
AUT,Austria,Europe & Central Asia,High,1965,2.7
AUT,Austria,Europe & Central Asia,High,1966,2.66
AUT,Austria,Europe & Central Asia,High,1967,2.62
AUT,Austria,Europe & Central Asia,High,1968,2.58
AUT,Austria,Europe & Central Asia,High,1969,2.49
AUT,Austria,Europe & Central Asia,High,1970,2.29
AUT,Austria,Europe & Central Asia,High,1971,2.2
AUT,Austria,Europe & Central Asia,High,1972,2.08
AUT,Austria,Europe & Central Asia,High,1973,1.94
AUT,Austria,Europe & Central Asia,High,1974,1.91
AUT,Austria,Europe & Central Asia,High,1975,1.83
AUT,Austria,Europe & Central Asia,High,1976,1.69
AUT,Austria,Europe & Central Asia,High,1977,1.63
AUT,Austria,Europe & Central Asia,High,1978,1.6
AUT,Austria,Europe & Central Asia,High,1979,1.6
AUT,Austria,Europe & Central Asia,High,1980,1.65
AUT,Austria,Europe & Central Asia,High,1981,1.67
AUT,Austria,Europe & Central Asia,High,1982,1.66
AUT,Austria,Europe & Central Asia,High,1983,1.56
AUT,Austria,Europe & Central Asia,High,1984,1.52
AUT,Austria,Europe & Central Asia,High,1985,1.47
AUT,Austria,Europe & Central Asia,High,1986,1.45
AUT,Austria,Europe & Central Asia,High,1987,1.43
AUT,Austria,Europe & Central Asia,High,1988,1.45
AUT,Austria,Europe & Central Asia,High,1989,1.45
AUT,Austria,Europe & Central Asia,High,1990,1.46
AUT,Austria,Europe & Central Asia,High,1991,1.51
AUT,Austria,Europe & Central Asia,High,1992,1.51
AUT,Austria,Europe & Central Asia,High,1993,1.5
AUT,Austria,Europe & Central Asia,High,1994,1.47
AUT,Austria,Europe & Central Asia,High,1995,1.42
AUT,Austria,Europe & Central Asia,High,1996,1.45
AUT,Austria,Europe & Central Asia,High,1997,1.39
AUT,Austria,Europe & Central Asia,High,1998,1.37
AUT,Austria,Europe & Central Asia,High,1999,1.34
AUT,Austria,Europe & Central Asia,High,2000,1.36
AUT,Austria,Europe & Central Asia,High,2001,1.33
AUT,Austria,Europe & Central Asia,High,2002,1.39
AUT,Austria,Europe & Central Asia,High,2003,1.38
AUT,Austria,Europe & Central Asia,High,2004,1.42
AUT,Austria,Europe & Central Asia,High,2005,1.41
AUT,Austria,Europe & Central Asia,High,2006,1.41
AUT,Austria,Europe & Central Asia,High,2007,1.38
AUT,Austria,Europe & Central Asia,High,2008,1.42
AUT,Austria,Europe & Central Asia,High,2009,1.39
AUT,Austria,Europe & Central Asia,High,2010,1.44
AUT,Austria,Europe & Central Asia,High,2011,1.43
AUT,Austria,Europe & Central Asia,High,2012,1.44
AUT,Austria,Europe & Central Asia,High,2013,1.44
AUT,Austria,Europe & Central Asia,High,2014,1.46
AUT,Austria,Europe & Central Asia,High,2015,1.49
AUT,Austria,Europe & Central Asia,High,2016,1.53
AUT,Austria,Europe & Central Asia,High,2017,1.52
AUT,Austria,Europe & Central Asia,High,2018,1.47
AUT,Austria,Europe & Central Asia,High,2019,1.46
AUT,Austria,Europe & Central Asia,High,2020,1.44
AUT,Austria,Europe & Central Asia,High,2021,1.48
AUT,Austria,Europe & Central Asia,High,2022,1.41
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1960,5.878
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1961,5.937
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1962,5.961
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1963,5.945
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1964,5.888
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1965,5.792
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1966,5.663
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1967,5.377
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1968,5.222
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1969,5.065
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1970,4.913
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1971,4.769
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1972,4.615
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1973,4.451
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1974,4.33
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1975,4.176
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1976,4.018
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1977,3.869
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1978,3.73
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1979,3.605
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1980,3.497
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1981,3.41
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1982,3.343
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1983,3.293
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1984,3.259
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1985,2.91
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1986,2.9
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1987,2.9026
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1988,2.8
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1989,2.8
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1990,2.74
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1991,2.87
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1992,2.74
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1993,2.7
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1994,2.52
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1995,2.29
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1996,2.06
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1997,2.07
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1998,2
AZE,Azerbaijan,Europe & Central Asia,Upper middle,1999,2.07
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2000,2
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2001,1.8
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2002,1.8
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2003,1.9
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2004,2.0535
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2005,2
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2006,1.97
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2007,1.97
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2008,1.9
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2009,1.82
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2010,1.92
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2011,1.96
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2012,2
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2013,1.98
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2014,1.97
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2015,1.94
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2016,1.9
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2017,1.75
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2018,1.73
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2019,1.81
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2020,1.7
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2021,1.52
AZE,Azerbaijan,Europe & Central Asia,Upper middle,2022,1.67
BHS,Bahamas,Latin America & Caribbean,High,1960,4.818
BHS,Bahamas,Latin America & Caribbean,High,1961,4.866
BHS,Bahamas,Latin America & Caribbean,High,1962,4.799
BHS,Bahamas,Latin America & Caribbean,High,1963,4.729
BHS,Bahamas,Latin America & Caribbean,High,1964,4.639
BHS,Bahamas,Latin America & Caribbean,High,1965,4.542
BHS,Bahamas,Latin America & Caribbean,High,1966,4.438
BHS,Bahamas,Latin America & Caribbean,High,1967,4.368
BHS,Bahamas,Latin America & Caribbean,High,1968,4.28
BHS,Bahamas,Latin America & Caribbean,High,1969,4.182
BHS,Bahamas,Latin America & Caribbean,High,1970,4.069
BHS,Bahamas,Latin America & Caribbean,High,1971,3.974
BHS,Bahamas,Latin America & Caribbean,High,1972,3.89
BHS,Bahamas,Latin America & Caribbean,High,1973,3.74
BHS,Bahamas,Latin America & Caribbean,High,1974,3.526
BHS,Bahamas,Latin America & Caribbean,High,1975,3.259
BHS,Bahamas,Latin America & Caribbean,High,1976,3.221
BHS,Bahamas,Latin America & Caribbean,High,1977,3.17
BHS,Bahamas,Latin America & Caribbean,High,1978,3.063
BHS,Bahamas,Latin America & Caribbean,High,1979,2.983
BHS,Bahamas,Latin America & Caribbean,High,1980,2.901
BHS,Bahamas,Latin America & Caribbean,High,1981,2.853
BHS,Bahamas,Latin America & Caribbean,High,1982,2.802
BHS,Bahamas,Latin America & Caribbean,High,1983,2.737
BHS,Bahamas,Latin America & Caribbean,High,1984,2.685
BHS,Bahamas,Latin America & Caribbean,High,1985,2.63
BHS,Bahamas,Latin America & Caribbean,High,1986,2.587
BHS,Bahamas,Latin America & Caribbean,High,1987,2.529
BHS,Bahamas,Latin America & Caribbean,High,1988,2.478
BHS,Bahamas,Latin America & Caribbean,High,1989,2.484
BHS,Bahamas,Latin America & Caribbean,High,1990,2.527
BHS,Bahamas,Latin America & Caribbean,High,1991,2.604
BHS,Bahamas,Latin America & Caribbean,High,1992,2.793
BHS,Bahamas,Latin America & Caribbean,High,1993,2.728
BHS,Bahamas,Latin America & Caribbean,High,1994,2.482
BHS,Bahamas,Latin America & Caribbean,High,1995,2.504
BHS,Bahamas,Latin America & Caribbean,High,1996,2.36
BHS,Bahamas,Latin America & Caribbean,High,1997,2.399
BHS,Bahamas,Latin America & Caribbean,High,1998,2.335
BHS,Bahamas,Latin America & Caribbean,High,1999,2.133
BHS,Bahamas,Latin America & Caribbean,High,2000,2.097
BHS,Bahamas,Latin America & Caribbean,High,2001,2.088
BHS,Bahamas,Latin America & Caribbean,High,2002,1.998
BHS,Bahamas,Latin America & Caribbean,High,2003,1.921
BHS,Bahamas,Latin America & Caribbean,High,2004,1.932
BHS,Bahamas,Latin America & Caribbean,High,2005,2.05
BHS,Bahamas,Latin America & Caribbean,High,2006,1.786
BHS,Bahamas,Latin America & Caribbean,High,2007,1.852
BHS,Bahamas,Latin America & Caribbean,High,2008,1.99
BHS,Bahamas,Latin America & Caribbean,High,2009,2.009
BHS,Bahamas,Latin America & Caribbean,High,2010,1.835
BHS,Bahamas,Latin America & Caribbean,High,2011,1.739
BHS,Bahamas,Latin America & Caribbean,High,2012,1.744
BHS,Bahamas,Latin America & Caribbean,High,2013,1.51
BHS,Bahamas,Latin America & Caribbean,High,2014,1.673
BHS,Bahamas,Latin America & Caribbean,High,2015,1.576
BHS,Bahamas,Latin America & Caribbean,High,2016,1.496
BHS,Bahamas,Latin America & Caribbean,High,2017,1.426
BHS,Bahamas,Latin America & Caribbean,High,2018,1.412
BHS,Bahamas,Latin America & Caribbean,High,2019,1.398
BHS,Bahamas,Latin America & Caribbean,High,2020,1.394
BHS,Bahamas,Latin America & Caribbean,High,2021,1.389
BHS,Bahamas,Latin America & Caribbean,High,2022,1.38
BHR,Bahrain,Middle East & North Africa,High,1960,7.152
BHR,Bahrain,Middle East & North Africa,High,1961,7.123
BHR,Bahrain,Middle East & North Africa,High,1962,7.096
BHR,Bahrain,Middle East & North Africa,High,1963,7.068
BHR,Bahrain,Middle East & North Africa,High,1964,7.061
BHR,Bahrain,Middle East & North Africa,High,1965,6.996
BHR,Bahrain,Middle East & North Africa,High,1966,6.922
BHR,Bahrain,Middle East & North Africa,High,1967,6.828
BHR,Bahrain,Middle East & North Africa,High,1968,6.703
BHR,Bahrain,Middle East & North Africa,High,1969,6.562
BHR,Bahrain,Middle East & North Africa,High,1970,6.427
BHR,Bahrain,Middle East & North Africa,High,1971,6.284
BHR,Bahrain,Middle East & North Africa,High,1972,6.128
BHR,Bahrain,Middle East & North Africa,High,1973,5.961
BHR,Bahrain,Middle East & North Africa,High,1974,5.785
BHR,Bahrain,Middle East & North Africa,High,1975,5.624
BHR,Bahrain,Middle East & North Africa,High,1976,5.464
BHR,Bahrain,Middle East & North Africa,High,1977,5.306
BHR,Bahrain,Middle East & North Africa,High,1978,5.151
BHR,Bahrain,Middle East & North Africa,High,1979,4.971
BHR,Bahrain,Middle East & North Africa,High,1980,4.801
BHR,Bahrain,Middle East & North Africa,High,1981,4.643
BHR,Bahrain,Middle East & North Africa,High,1982,4.537
BHR,Bahrain,Middle East & North Africa,High,1983,4.44
BHR,Bahrain,Middle East & North Africa,High,1984,4.323
BHR,Bahrain,Middle East & North Africa,High,1985,4.278
BHR,Bahrain,Middle East & North Africa,High,1986,4.22
BHR,Bahrain,Middle East & North Africa,High,1987,4.089
BHR,Bahrain,Middle East & North Africa,High,1988,3.965
BHR,Bahrain,Middle East & North Africa,High,1989,3.897
BHR,Bahrain,Middle East & North Africa,High,1990,3.758
BHR,Bahrain,Middle East & North Africa,High,1991,3.593
BHR,Bahrain,Middle East & North Africa,High,1992,3.519
BHR,Bahrain,Middle East & North Africa,High,1993,3.415
BHR,Bahrain,Middle East & North Africa,High,1994,3.263
BHR,Bahrain,Middle East & North Africa,High,1995,3.127
BHR,Bahrain,Middle East & North Africa,High,1996,3.007
BHR,Bahrain,Middle East & North Africa,High,1997,2.936
BHR,Bahrain,Middle East & North Africa,High,1998,2.889
BHR,Bahrain,Middle East & North Africa,High,1999,2.869
BHR,Bahrain,Middle East & North Africa,High,2000,2.778
BHR,Bahrain,Middle East & North Africa,High,2001,2.664
BHR,Bahrain,Middle East & North Africa,High,2002,2.69
BHR,Bahrain,Middle East & North Africa,High,2003,2.727
BHR,Bahrain,Middle East & North Africa,High,2004,2.71
BHR,Bahrain,Middle East & North Africa,High,2005,2.619
BHR,Bahrain,Middle East & North Africa,High,2006,2.455
BHR,Bahrain,Middle East & North Africa,High,2007,2.289
BHR,Bahrain,Middle East & North Africa,High,2008,2.172
BHR,Bahrain,Middle East & North Africa,High,2009,2.087
